"User Name","Avatar","Country","Room Info","Stay Date","Traveller Type","Review Title","Rating","Happy Review","Unhappy Review","Review Date","Scraped At"
"Derek","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

July 2021


","




Couple

","
Superb
"," 9.0 ","Rooms good nice shower and great staff.","Breakfast was disgusting, 2 stale pastries and a small orange, threw it all in bin.","
Reviewed: 3 July 2021
","2024-05-01T12:18:27.911Z"
"Steve","https://cf.bstatic.com/static/img/review/avatars/ava-s/d321d61d78a8fa310843e1967dca38e6276b92aa.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

July 2021


","




Family

","
Superb
"," 9.0 ","Close to airport","Nothing","
Reviewed: 3 July 2021
","2024-05-01T12:18:27.911Z"
"Kerry","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




2 nights · 

June 2021


","




Couple

","
Lovely short break
"," 9.0 ","Very quiet and everything we needed","Extra pillow would of been nice","
Reviewed: 30 June 2021
","2024-05-01T12:18:27.911Z"
"Jess","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2021


","




Solo traveller

","
Good
"," 7.0 ","Handy for airport.  Staff helpful
Good sized room.","Not very good selection of evening meal and early breakfast croissant and pastry’s did not taste at all fresh bearing in mind room was with breakfast","
Reviewed: 29 June 2021
","2024-05-01T12:18:27.911Z"
"Jaydeep","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2021


","




Family

","
Amazing staff
"," 7.0 ","Breakfast was amazing and the staff was super","Lack of staff and parking charges.","
Reviewed: 28 June 2021
","2024-05-01T12:18:27.911Z"
"Julian","https://graph.facebook.com/v2.9/2173423619334675/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




2 nights · 

June 2021


","




Family

","
Short, utilitarian but nice stay. Limited dinner menu unappetising so ate locally
"," 7.0 ","Excellent and cleanly cooked breakfast ; Lauren was lovely and made our son waffles with chocolate sauce when she overheard him mention it.","The car park fee was an unpleasant surprise and should have been clear; it will always cause problems even discounted.","
Reviewed: 27 June 2021
","2024-05-01T12:18:40.586Z"
"Kate","https://xx.bstatic.com/xdata/images/xphoto/square64/78744429.jpg?k=34f56ccb67fb081b76cfb2b333d6c7f94a3915d1f88c114e4ecbb699a7613896&o=","
                                    
                                United Kingdom","






Twin Room


","




1 night · 

May 2021


","




Family

","
Superb
"," 9.0 ","Clean and great rooms","Not enough staff
Breakfast was a nightmare","
Reviewed: 27 June 2021
","2024-05-01T12:18:40.586Z"
"Sudhi","https://lh3.googleusercontent.com/a-/AOh14GhzmdlSAjfiYYMjm5ljUL2b-n_Hb2NU20PaGQpxHg=s96-c","
                                    
                                United Kingdom","






Queen Room


","




2 nights · 

May 2021


","




Family

","
Good
"," 7.0 ","Manager was really good and very helpful Some of the staff  was not very helpful.","Restaurant menu was very limited","
Reviewed: 27 June 2021
","2024-05-01T12:18:40.586Z"
"Dorothy","https://xx.bstatic.com/xdata/images/xphoto/square64/35504812.jpg?k=31ff3638a09300c8d06c94a5bc5e903b651ed34b1a87ebd363c6ab9f69a93ea7&o=","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

June 2021


","




Group

","
Perfectly located hotel with super staff
"," 8.0 ","5 minutes from the airport. Incredibly clean.  Very welcoming staff and comfortable rooms. Really good service in the Lounge/restaurant and a particularly great guy on reception who couldn’t have been more helpful.  Continental Breakfast from 4am was really helpful.","Could have done with maybe one healthier dish on the menu but wouldn’t stop me returning.","
Reviewed: 25 June 2021
","2024-05-01T12:18:40.586Z"
"Keith","https://cf.bstatic.com/static/img/review/avatars/ava-k/c84a361d670170a23bc2e937798fc23520f61c43.png","
                                    
                                United Kingdom","






Queen Room - Mobility Access


","




1 night · 

June 2021


","




Couple

","
easy hassle free stay ,close to airport
"," 9.0 ","proximity to airport, lovely homely hotel lobby, bedroom great size but decor maybe not as nice as lobby and communal areas...a little stark in comparison","proximity to airport but good public transport link to city if so wished","
Reviewed: 24 June 2021
","2024-05-01T12:18:40.586Z"
"Wendy","https://graph.facebook.com/v2.9/10153822742544027/picture?type=square&height=64&width=64","
                                    
                                United Kingdom","






Twin Room


","




2 nights · 

June 2021


","




Couple

","
Superb
"," 9.0 ","Friendly, good covid safety measures in place, vegan food was good.","Nothing was objectionable","
Reviewed: 20 June 2021
","2024-05-01T12:18:40.586Z"
"Jackie","https://cf.bstatic.com/static/img/review/avatars/ava-j/f69a0f45af414641ac0371c1f139c49637969c6c.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2021


","




Couple

","
Relaxed stay over before early morning flight
"," 8.0 ","Clean sanitised room. Consiidering the hotel is a few minutes walk from the airport it is very quiet.
early flight and due to COVID take away continental breakfast bagged reasy to go..","Expected to be reduced evening menu and it was sorry to say not up to usual standard.","
Reviewed: 18 June 2021
","2024-05-01T12:18:40.586Z"
"Andrew","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

May 2021


","




Couple

","
Very good
"," 8.0 ","Warm welcome although the hotel appeared quite empty.","All satisfactory","
Reviewed: 15 June 2021
","2024-05-01T12:18:40.586Z"
"David","https://cf.bstatic.com/static/img/review/avatars/ava-d/bebbb1d5ff29328157080e4e2e5d15a29c5aa34a.png","
                                    
                                United Kingdom","






Queen Room


","




4 nights · 

June 2021


","




Couple

","
Can think of visit being bettered.
"," 9.0 ","Self, not into much breakfast. Wife very much enjoyed, eat well.
My wife has Dementia so this was the 'good bye' visit to friends of long standing. The condition can be difficult but the staff could not do enough to help. Lovely people.","Nothing","
Reviewed: 14 June 2021
","2024-05-01T12:18:40.586Z"
"Karen","https://xx.bstatic.com/xdata/images/xphoto/square64/64148252.jpg?k=3273e6e2fa797b8f8dbc26968dc88c2b89f5d21fd2fb40d73709f10dec64535b&o=","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2021


","




Couple

","
Superb
"," 9.0 ","Lovely staff, exceptionally clean rooms and bathroom. And so easy to walk into the terminal at 4am!!","Incredibly small menu but I guess that’s due to the times we’re living in. But we managed and the food was good - especially the Korean chicken burger. The only slight negative was the size of the duvet - too small for the bed. But we were only in the bed for 4 hours before our flight so wasn’t too bad 😂","
Reviewed: 13 June 2021
","2024-05-01T12:18:40.586Z"
"Karen","https://lh3.googleusercontent.com/a/AATXAJzfEAlGKV9k4Bh2vrndBHQEikKifxMlRvwVKzuk=s96-c","
                                    
                                United Kingdom","






Queen Room with Sofa Bed


","




1 night · 

May 2021


","




Family

","
Superb
"," 9.0 ","The rooms were lovely.  Shower especially excellent.","My bfast wasnt as warm as I would have liked but still edible. I appreciate it was very busy.","
Reviewed: 9 June 2021
","2024-05-01T12:18:51.940Z"
"Alyn","https://cf.bstatic.com/static/img/review/avatars/ava-a/2c7be68fb3f987f1352e7b289d4b24137e1a283d.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2021


","




Group

","
Excellent service and very clean. Felt very safe  during these times.
"," 9.0 ","Location and value for money","","
Reviewed: 6 June 2021
","2024-05-01T12:18:51.940Z"
"Christine","https://cf.bstatic.com/static/img/review/avatars/ava-c/315f92289c481a16de5ee7737aa1b5fd531afcce.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2021


","




Couple

","
You definitely pay for being close to the airport departures
"," 8.0 ","The airport is so close to departures which is fabulous. The staff were very helpful and helped us with our problem.","We thought the room very basic for the price we paid for the room. You definitely pay for being right next to departures. Breakfast was included but as we had a 7 am flight got a bag with a few bits in. Not quite what we expected. Could do a better job of that.","
Reviewed: 5 June 2021
","2024-05-01T12:18:51.940Z"
"Royston","https://cf.bstatic.com/static/img/review/avatars/ava-r/29d5c93ac6953138bfc6f214a4c5a0f8b712b57b.png","
                                    
                                United Kingdom","






Queen Room


","




1 night · 

June 2021


","




Couple

","
Perfect
"," 9.0 ","Room was comfy and quiet.","","
Reviewed: 3 June 2021
","2024-05-01T12:18:51.940Z"
"Sonali","https://lh3.googleusercontent.com/a-/AOh14Gj1FPcrWivYr4KI2pRrrlanmZ3SWQr2PM-Ph1W0V2c=s96-c","","






Twin Room


","




1 night · 

June 2021


","




Group

","
Next to the airport- great location for odd hour flights and very clean rooms.
"," 8.0 ","We had an early morning flight and chose Hampton because it is literally 5 minutes walk away from the airport. Very comfortable location. Only downside was taxi to city center was rarely available and we had to wait for 30 minutes until we got ours. For early morning flight, the hotel had arranged takeaway breakfast including juice/coffee, croissant and a fruit. It could have been a bit better but i am not complaining as i am not much of an early morning breakfast person.","We took a three person occupancy room. The main bed was clean and comfortable but the sofa cum bed for the third person was very uncomfortable. That can certainly be worked upon.","
Reviewed: 2 June 2021
","2024-05-01T12:18:51.940Z"
